MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,label,timestamp
288.04,340.45,197.7,211.84,6.33,159.43,174.11,Perfume,2024-01-01 00:10:06
239.77,709.84,206.77,175.99,14.05,175.64,506.61,Perfume,2024-01-01 00:10:08
507.85,267.06,599.69,353.41,20.65,773.45,61.43,Combined,2024-01-01 00:10:10
717.0,230.58,375.41,199.52,65.13,455.95,336.16,Smoke,2024-01-01 00:10:12
228.32,193.38,115.45,74.24,20.13,380.47,70.96,No Gas,2024-01-01 00:10:14
264.42,231.82,105.47,115.68,9.56,169.66,405.61,Perfume,2024-01-01 00:10:16
229.09,75.52,229.73,139.1,19.87,227.93,98.71,No Gas,2024-01-01 00:10:18
845.1,331.97,288.92,146.02,51.7,281.97,105.44,Smoke,2024-01-01 00:10:20
240.01,122.84,172.96,174.45,21.43,166.44,65.94,No Gas,2024-01-01 00:10:22
211.57,81.94,191.4,143.48,13.43,230.27,92.1,No Gas,2024-01-01 00:10:24
582.99,208.12,270.56,299.0,86.72,617.97,180.7,Combined,2024-01-01 00:10:26
424.81,251.68,582.86,384.86,58.63,409.2,199.55,Combined,2024-01-01 00:10:28
270.59,301.38,142.66,102.88,10.52,169.8,376.8,Perfume,2024-01-01 00:10:30
617.72,85.3,127.9,177.58,43.56,452.34,198.01,Smoke,2024-01-01 00:10:32
181.41,211.89,227.42,187.29,27.61,134.14,97.7,No Gas,2024-01-01 00:10:34
138.98,77.69,259.48,189.99,9.38,295.06,88.66,No Gas,2024-01-01 00:10:36
244.99,113.87,76.2,155.61,4.48,285.12,145.42,No Gas,2024-01-01 00:10:38
1187.58,132.02,375.44,154.87,44.96,745.03,261.43,Smoke,2024-01-01 00:10:40
213.46,329.67,150.48,246.03,12.67,234.08,217.7,Perfume,2024-01-01 00:10:42
282.47,225.33,78.67,94.83,15.53,321.28,131.3,Perfume,2024-01-01 00:10:44
233.5,134.66,130.94,68.49,22.1,201.63,86.61,No Gas,2024-01-01 00:10:46
763.78,370.29,362.6,264.53,22.72,529.85,231.04,Combined,2024-01-01 00:10:48
260.21,270.05,252.7,151.82,14.33,269.72,393.15,Perfume,2024-01-01 00:10:50
356.87,144.98,182.93,228.64,110.42,359.94,274.75,Smoke,2024-01-01 00:10:52
310.47,514.94,169.25,95.34,22.72,276.38,205.18,Perfume,2024-01-01 00:10:54
794.5,44.43,279.85,95.7,75.87,535.17,133.07,Smoke,2024-01-01 00:10:56
264.65,103.21,83.48,146.02,16.67,356.81,77.97,No Gas,2024-01-01 00:10:58
222.65,163.51,99.29,122.72,18.7,223.93,53.62,No Gas,2024-01-01 00:11:00
286.29,166.81,100.99,173.99,14.6,319.32,463.15,Perfume,2024-01-01 00:11:02
216.61,123.39,201.89,124.6,18.59,250.08,108.33,No Gas,2024-01-01 00:11:04
230.67,87.72,369.02,257.35,17.19,412.12,96.14,No Gas,2024-01-01 00:11:06
148.15,137.08,140.61,183.41,24.01,278.58,70.64,No Gas,2024-01-01 00:11:08
138.42,175.97,178.94,112.91,18.42,231.14,94.39,No Gas,2024-01-01 00:11:10
303.33,320.76,276.36,503.66,34.79,389.18,204.43,Combined,2024-01-01 00:11:12
302.34,319.96,204.55,162.92,20.36,207.06,104.71,Perfume,2024-01-01 00:11:14
704.18,235.22,196.28,151.22,25.37,521.85,75.96,Smoke,2024-01-01 00:11:16
292.82,153.87,247.08,147.34,26.75,335.61,49.53,No Gas,2024-01-01 00:11:18
1166.13,227.29,411.65,261.82,34.34,1120.45,278.36,Smoke,2024-01-01 00:11:20
1355.27,202.88,224.66,127.33,98.71,305.13,162.89,Smoke,2024-01-01 00:11:22
160.91,176.55,172.39,244.04,6.26,354.63,93.0,No Gas,2024-01-01 00:11:24
420.34,79.5,269.94,343.6,42.44,369.91,365.29,Smoke,2024-01-01 00:11:26
169.62,88.84,287.0,142.71,14.02,167.0,87.04,No Gas,2024-01-01 00:11:28
218.28,513.31,217.43,269.87,9.42,302.18,298.29,Perfume,2024-01-01 00:11:30
174.61,263.84,140.64,90.35,19.97,121.51,198.1,Perfume,2024-01-01 00:11:32
145.84,162.6,213.74,160.55,9.49,323.97,53.96,No Gas,2024-01-01 00:11:34
260.76,99.74,161.93,254.55,18.91,84.12,48.84,No Gas,2024-01-01 00:11:36
273.34,616.13,97.24,83.46,6.62,360.76,373.41,Perfume,2024-01-01 00:11:38
436.47,226.89,183.64,178.0,87.84,775.18,233.94,Smoke,2024-01-01 00:11:40
878.71,496.67,201.45,344.74,30.32,739.08,95.52,Combined,2024-01-01 00:11:42
380.33,453.26,259.21,156.0,7.06,272.33,248.49,Perfume,2024-01-01 00:11:44
224.82,119.67,94.38,161.08,16.58,244.13,41.7,No Gas,2024-01-01 00:11:46
240.48,162.72,114.04,83.25,15.39,211.16,98.96,No Gas,2024-01-01 00:11:48
367.22,619.38,261.56,327.66,23.64,134.06,240.46,Perfume,2024-01-01 00:11:50
202.34,175.85,217.46,66.76,4.65,167.06,60.73,No Gas,2024-01-01 00:11:52
757.5,210.73,346.16,368.03,49.59,776.4,212.06,Smoke,2024-01-01 00:11:54
605.72,589.08,211.01,275.59,19.15,1137.66,61.45,Combined,2024-01-01 00:11:56
815.49,79.27,117.88,138.65,14.94,427.49,118.62,Smoke,2024-01-01 00:11:58
173.91,79.16,158.28,97.69,12.66,292.43,53.07,No Gas,2024-01-01 00:12:00
154.68,677.48,189.46,253.35,11.73,105.36,399.03,Perfume,2024-01-01 00:12:02
379.98,48.61,195.39,271.55,117.98,309.18,254.16,Smoke,2024-01-01 00:12:04
1137.6,220.89,187.4,136.38,151.58,597.59,208.53,Smoke,2024-01-01 00:12:06
278.91,228.37,568.03,481.03,91.02,466.5,417.27,Combined,2024-01-01 00:12:08
194.07,138.17,95.81,120.41,20.65,99.01,96.81,No Gas,2024-01-01 00:12:10
938.62,301.1,179.29,155.7,29.37,672.78,279.7,Combined,2024-01-01 00:12:12
469.57,290.76,411.8,179.88,86.7,614.92,205.12,Combined,2024-01-01 00:12:14
376.38,85.28,244.84,83.61,16.84,163.3,61.53,No Gas,2024-01-01 00:12:16
126.5,156.37,236.99,134.45,14.13,208.34,116.31,No Gas,2024-01-01 00:12:18
284.05,113.13,135.33,183.36,7.92,280.67,31.24,No Gas,2024-01-01 00:12:20
104.42,88.29,174.91,63.51,6.04,221.11,104.96,No Gas,2024-01-01 00:12:22
216.33,105.58,90.47,165.18,23.78,401.43,112.57,No Gas,2024-01-01 00:12:24
276.91,451.71,218.52,90.8,6.9,219.22,145.64,Perfume,2024-01-01 00:12:26
148.51,186.88,145.64,195.45,14.5,354.64,105.04,No Gas,2024-01-01 00:12:28
220.71,155.91,259.02,182.12,6.66,329.44,44.36,No Gas,2024-01-01 00:12:30
492.12,129.02,506.51,120.38,21.29,254.41,192.21,Combined,2024-01-01 00:12:32
275.2,130.01,223.62,152.51,6.3,217.42,102.01,No Gas,2024-01-01 00:12:34
813.15,194.55,551.88,323.23,36.44,493.61,175.51,Combined,2024-01-01 00:12:36
291.41,96.62,96.21,85.44,20.21,388.62,104.96,No Gas,2024-01-01 00:12:38
141.81,62.36,234.02,225.04,21.18,197.97,104.98,No Gas,2024-01-01 00:12:40
384.35,353.11,250.02,177.41,9.94,342.37,375.32,Perfume,2024-01-01 00:12:42
135.68,238.73,225.76,262.84,19.23,223.32,103.96,Perfume,2024-01-01 00:12:44
519.91,296.22,306.03,227.11,75.53,262.49,177.24,Combined,2024-01-01 00:12:46
187.31,301.16,211.97,242.66,11.69,362.6,100.39,Perfume,2024-01-01 00:12:48
437.35,159.79,539.22,334.08,43.62,1113.47,101.36,Combined,2024-01-01 00:12:50
211.81,101.48,173.38,152.27,11.29,138.08,111.13,No Gas,2024-01-01 00:12:52
163.53,83.92,204.27,207.37,19.15,134.5,77.16,No Gas,2024-01-01 00:12:54
262.18,306.33,237.24,229.55,18.84,286.12,144.85,Perfume,2024-01-01 00:12:56
737.6,116.43,227.26,330.67,112.02,635.49,200.95,Combined,2024-01-01 00:12:58
373.97,447.41,165.12,281.5,28.58,574.52,350.62,Combined,2024-01-01 00:13:00
766.48,123.42,297.04,402.03,26.9,625.44,79.66,Smoke,2024-01-01 00:13:02
135.27,90.33,169.44,83.82,10.36,144.12,40.51,No Gas,2024-01-01 00:13:04
347.7,828.95,157.45,203.16,23.69,334.2,299.31,Perfume,2024-01-01 00:13:06
279.63,59.8,184.58,79.34,11.66,115.21,48.07,No Gas,2024-01-01 00:13:08
402.21,368.46,143.42,141.82,46.77,549.78,305.61,Combined,2024-01-01 00:13:10
839.74,260.34,214.38,393.22,77.81,1235.07,148.16,Combined,2024-01-01 00:13:12
1002.62,175.0,150.54,157.75,68.73,1051.0,211.88,Smoke,2024-01-01 00:13:14
224.18,581.1,184.63,110.25,11.66,190.73,170.63,Perfume,2024-01-01 00:13:16
262.06,602.17,145.42,149.56,21.92,277.03,284.94,Perfume,2024-01-01 00:13:18
238.54,154.25,147.17,91.04,19.72,275.59,101.64,No Gas,2024-01-01 00:13:20
494.06,498.43,331.23,516.08,81.62,774.97,176.74,Combined,2024-01-01 00:13:22
810.23,199.03,233.23,191.86,29.86,396.87,274.48,Smoke,2024-01-01 00:13:24
462.02,438.37,353.67,220.95,67.66,241.04,58.61,Combined,2024-01-01 00:13:26
114.04,64.37,173.45,146.3,6.99,319.44,73.47,No Gas,2024-01-01 00:13:28
960.08,459.43,401.31,342.21,77.48,783.81,332.71,Combined,2024-01-01 00:13:30
181.51,135.86,213.67,197.61,20.3,175.85,94.48,No Gas,2024-01-01 00:13:32
199.06,62.4,89.52,189.3,18.29,176.29,104.47,No Gas,2024-01-01 00:13:34
1281.77,358.92,216.95,226.93,87.15,1036.21,112.32,Combined,2024-01-01 00:13:36
247.09,159.91,178.63,128.26,16.49,203.4,135.93,No Gas,2024-01-01 00:13:38
143.33,99.63,137.03,114.59,12.52,206.98,106.59,No Gas,2024-01-01 00:13:40
800.9,290.85,249.34,167.75,32.16,680.0,280.13,Combined,2024-01-01 00:13:42
919.92,134.62,328.05,376.58,24.86,468.31,148.61,Combined,2024-01-01 00:13:44
763.13,92.37,185.47,163.84,32.66,671.21,238.12,Smoke,2024-01-01 00:13:46
217.31,616.86,291.87,200.6,29.58,192.75,291.39,Perfume,2024-01-01 00:13:48
955.22,130.71,134.57,290.09,79.6,494.19,106.41,Smoke,2024-01-01 00:13:50
197.42,143.87,118.74,93.66,24.49,236.66,83.12,No Gas,2024-01-01 00:13:52
171.5,157.62,109.95,221.17,8.11,144.34,56.98,No Gas,2024-01-01 00:13:54
128.84,797.15,166.56,105.29,11.23,404.2,373.65,Perfume,2024-01-01 00:13:56
136.97,210.03,278.98,146.98,8.6,184.01,249.45,Perfume,2024-01-01 00:13:58
242.97,114.21,196.39,256.73,21.65,161.22,252.38,Perfume,2024-01-01 00:14:00
128.19,207.53,313.17,165.16,20.89,261.85,404.4,Perfume,2024-01-01 00:14:02
297.24,113.18,101.98,126.11,10.44,160.72,37.98,No Gas,2024-01-01 00:14:04
500.61,102.7,225.6,252.55,77.12,349.45,165.65,Smoke,2024-01-01 00:14:06
174.58,64.59,212.67,175.72,16.55,115.15,72.23,No Gas,2024-01-01 00:14:08
839.12,119.51,488.05,176.46,148.16,218.16,265.0,Smoke,2024-01-01 00:14:10
845.0,46.45,125.59,186.52,18.43,724.15,143.6,Smoke,2024-01-01 00:14:12
721.08,359.6,224.42,180.46,25.03,313.15,168.71,Combined,2024-01-01 00:14:14
281.4,124.29,79.29,138.15,17.43,342.64,71.85,No Gas,2024-01-01 00:14:16
117.68,61.79,105.35,186.52,21.37,380.41,73.5,No Gas,2024-01-01 00:14:18
230.36,94.71,226.72,75.95,20.77,183.45,103.33,No Gas,2024-01-01 00:14:20
125.96,310.78,170.96,203.68,26.59,107.37,261.91,Perfume,2024-01-01 00:14:22
203.03,504.62,73.36,175.42,15.78,153.7,89.96,Perfume,2024-01-01 00:14:24
114.8,78.42,239.31,87.3,13.7,129.43,103.29,No Gas,2024-01-01 00:14:26
271.3,230.91,169.71,152.92,24.35,337.98,42.79,No Gas,2024-01-01 00:14:28
270.17,256.13,208.16,215.51,15.16,176.07,246.87,Perfume,2024-01-01 00:14:30
321.24,124.62,204.67,204.57,26.29,306.21,95.75,No Gas,2024-01-01 00:14:32
798.27,181.69,364.04,385.6,70.25,344.89,180.4,Combined,2024-01-01 00:14:34
250.39,401.84,162.35,268.56,14.68,123.21,357.62,Perfume,2024-01-01 00:14:36
268.56,81.85,203.63,117.93,16.03,365.99,118.87,No Gas,2024-01-01 00:14:38
283.45,46.06,136.88,220.37,17.54,169.1,70.83,No Gas,2024-01-01 00:14:40
422.01,167.59,451.54,290.27,55.67,758.05,372.47,Combined,2024-01-01 00:14:42
108.79,198.66,166.89,216.44,20.37,258.25,86.41,No Gas,2024-01-01 00:14:44
221.19,94.58,156.77,79.69,20.58,372.31,59.55,No Gas,2024-01-01 00:14:46
510.75,218.56,469.72,219.28,33.07,714.09,205.36,Combined,2024-01-01 00:14:48
574.57,239.1,535.79,227.88,19.81,774.15,301.77,Combined,2024-01-01 00:14:50
1392.82,123.89,368.95,224.59,33.4,323.39,174.14,Combined,2024-01-01 00:14:52
212.21,489.37,288.01,230.89,7.37,215.22,373.67,Perfume,2024-01-01 00:14:54
198.42,167.95,146.08,158.22,6.51,289.73,49.76,No Gas,2024-01-01 00:14:56
313.09,52.32,87.24,163.17,9.67,177.45,38.9,No Gas,2024-01-01 00:14:58
232.46,175.59,242.95,84.31,13.06,369.73,290.42,Perfume,2024-01-01 00:15:00
576.64,123.44,114.63,273.0,27.21,536.64,105.04,Smoke,2024-01-01 00:15:02
664.31,115.12,91.22,251.09,43.74,368.16,258.64,Smoke,2024-01-01 00:15:04
800.78,368.4,268.96,207.9,66.08,341.55,279.76,Combined,2024-01-01 00:15:06
245.45,73.79,162.31,130.42,10.53,156.28,95.76,No Gas,2024-01-01 00:15:08
976.51,51.72,537.49,402.54,38.53,376.66,216.59,Smoke,2024-01-01 00:15:10
308.75,80.92,132.47,202.58,22.54,143.68,81.1,No Gas,2024-01-01 00:15:12
403.36,91.34,319.32,231.38,61.21,408.27,139.1,Smoke,2024-01-01 00:15:14
330.48,77.44,198.94,138.56,15.24,224.9,76.65,No Gas,2024-01-01 00:15:16
152.82,150.52,144.1,180.55,9.89,238.55,121.93,No Gas,2024-01-01 00:15:18
246.88,197.18,99.85,77.77,23.79,243.52,127.43,No Gas,2024-01-01 00:15:20
117.41,197.39,283.13,122.29,9.22,133.99,491.6,Perfume,2024-01-01 00:15:22
177.4,505.55,321.77,121.46,18.66,464.66,276.38,Perfume,2024-01-01 00:15:24
815.3,160.7,133.44,210.96,48.83,369.54,224.37,Smoke,2024-01-01 00:15:26
1145.22,158.89,147.37,290.06,107.64,789.72,346.62,Combined,2024-01-01 00:15:28
187.33,112.08,177.65,198.06,19.83,381.91,57.28,No Gas,2024-01-01 00:15:30
153.16,98.31,259.24,202.51,9.97,295.14,84.94,No Gas,2024-01-01 00:15:32
659.41,354.78,545.24,253.8,38.18,975.41,210.6,Combined,2024-01-01 00:15:34
326.7,208.05,117.87,232.17,7.9,162.98,65.82,No Gas,2024-01-01 00:15:36
1453.72,349.43,422.7,283.64,82.74,791.31,163.03,Combined,2024-01-01 00:15:38
106.02,159.66,81.0,221.63,16.57,263.03,97.66,No Gas,2024-01-01 00:15:40
751.26,160.53,638.22,341.58,47.01,271.66,180.92,Combined,2024-01-01 00:15:42
232.25,127.85,178.53,96.47,13.24,214.96,96.58,No Gas,2024-01-01 00:15:44
999.86,285.92,451.13,174.82,63.43,248.06,330.63,Combined,2024-01-01 00:15:46
591.57,173.52,244.2,301.18,79.75,211.15,103.26,Smoke,2024-01-01 00:15:48
503.01,278.74,205.35,369.32,24.02,715.98,268.08,Combined,2024-01-01 00:15:50
111.14,60.73,102.79,185.34,6.1,120.51,105.29,No Gas,2024-01-01 00:15:52
815.27,99.43,319.55,291.87,18.4,537.85,181.81,Smoke,2024-01-01 00:15:54
716.0,420.47,374.38,399.28,63.57,1103.44,153.45,Combined,2024-01-01 00:15:56
773.08,135.95,222.42,317.66,47.16,249.13,290.52,Smoke,2024-01-01 00:15:58
267.5,409.14,126.51,210.44,10.1,323.81,297.49,Perfume,2024-01-01 00:16:00
249.77,556.38,212.6,83.01,8.35,372.43,195.2,Perfume,2024-01-01 00:16:02
566.04,143.36,85.84,259.73,22.85,287.69,240.15,Smoke,2024-01-01 00:16:04
224.33,269.42,128.51,89.62,5.07,253.99,287.39,Perfume,2024-01-01 00:16:06
554.73,182.45,284.34,104.84,12.16,174.05,321.39,Smoke,2024-01-01 00:16:08
936.54,365.9,223.87,368.58,59.67,980.91,81.52,Combined,2024-01-01 00:16:10
190.7,174.74,190.95,166.52,21.14,350.99,130.74,No Gas,2024-01-01 00:16:12
209.04,118.54,139.28,192.47,18.2,370.93,36.09,No Gas,2024-01-01 00:16:14
610.46,405.98,130.36,413.98,42.12,194.37,202.31,Combined,2024-01-01 00:16:16
620.59,419.4,185.89,255.41,42.24,567.08,449.71,Combined,2024-01-01 00:16:18
972.04,210.36,125.61,235.86,32.79,430.08,190.17,Smoke,2024-01-01 00:16:20
154.09,152.23,119.0,90.69,23.04,203.7,318.12,Perfume,2024-01-01 00:16:22
136.54,98.21,192.63,61.99,11.44,84.6,48.25,No Gas,2024-01-01 00:16:24
226.26,182.36,154.4,106.98,16.02,116.68,102.13,No Gas,2024-01-01 00:16:26
570.84,295.58,262.21,268.77,116.68,561.06,302.26,Smoke,2024-01-01 00:16:28
114.11,139.7,74.54,71.61,20.63,327.55,55.77,No Gas,2024-01-01 00:16:30
861.27,248.28,105.26,104.21,76.48,386.63,58.68,Smoke,2024-01-01 00:16:32
101.96,105.91,271.54,165.51,14.76,364.73,25.78,No Gas,2024-01-01 00:16:34
1494.61,492.88,168.12,217.57,36.45,791.91,305.95,Combined,2024-01-01 00:16:36
464.26,515.17,210.27,144.4,18.47,358.84,220.42,Combined,2024-01-01 00:16:38
111.18,174.99,271.96,103.75,21.89,282.71,183.24,Perfume,2024-01-01 00:16:40
422.54,30.53,494.33,273.3,154.91,437.42,370.99,Smoke,2024-01-01 00:16:42
172.03,119.23,178.15,83.29,13.8,187.75,48.29,No Gas,2024-01-01 00:16:44
584.18,267.62,291.78,276.79,100.2,414.5,296.41,Combined,2024-01-01 00:16:46
203.79,462.2,130.56,229.29,10.06,272.56,139.14,Perfume,2024-01-01 00:16:48
186.26,151.22,223.36,109.56,25.72,269.3,51.32,No Gas,2024-01-01 00:16:50
824.19,148.06,202.3,396.71,52.38,461.69,86.37,Combined,2024-01-01 00:16:52
1073.7,232.8,195.12,294.69,52.92,453.74,95.31,Combined,2024-01-01 00:16:54
970.57,348.81,340.11,382.91,21.85,220.92,319.38,Combined,2024-01-01 00:16:56
274.43,290.27,150.0,115.04,8.72,163.65,283.3,Perfume,2024-01-01 00:16:58
168.48,272.48,204.32,114.87,14.46,199.52,217.0,Perfume,2024-01-01 00:17:00
937.31,185.49,138.72,232.53,39.1,405.62,188.19,Smoke,2024-01-01 00:17:02
615.22,159.24,237.67,322.83,86.03,519.05,207.09,Combined,2024-01-01 00:17:04
769.54,490.31,303.97,277.2,39.93,500.24,107.83,Combined,2024-01-01 00:17:06
212.09,210.95,123.34,148.38,11.99,138.14,71.5,No Gas,2024-01-01 00:17:08
119.02,124.59,170.28,82.72,14.08,96.51,113.54,No Gas,2024-01-01 00:17:10
223.0,122.27,234.34,95.43,9.74,197.41,39.31,No Gas,2024-01-01 00:17:12
671.2,106.2,306.49,221.1,44.56,728.32,435.62,Combined,2024-01-01 00:17:14
746.91,360.41,403.57,340.96,45.21,416.79,256.36,Combined,2024-01-01 00:17:16
259.78,133.85,171.17,189.26,15.25,110.06,64.01,No Gas,2024-01-01 00:17:18
448.47,126.68,262.17,95.83,138.19,308.05,284.4,Smoke,2024-01-01 00:17:20
258.26,192.82,138.54,175.52,19.88,121.64,98.86,No Gas,2024-01-01 00:17:22
847.3,240.11,391.02,98.08,58.62,279.17,236.02,Combined,2024-01-01 00:17:24
916.76,193.29,366.67,100.55,35.11,1123.47,242.35,Combined,2024-01-01 00:17:26
818.45,410.64,242.8,302.8,28.64,315.45,147.38,Combined,2024-01-01 00:17:28
540.52,147.9,498.19,109.39,53.8,667.77,141.17,Smoke,2024-01-01 00:17:30
475.42,195.8,162.36,284.8,79.0,612.64,62.36,Smoke,2024-01-01 00:17:32
170.81,218.26,153.02,199.95,25.48,266.13,86.35,No Gas,2024-01-01 00:17:34
241.45,81.33,136.33,185.77,6.94,193.14,98.06,No Gas,2024-01-01 00:17:36
827.45,274.16,133.5,312.24,22.63,629.59,134.83,Combined,2024-01-01 00:17:38
438.85,106.91,273.26,194.49,49.79,860.26,217.99,Combined,2024-01-01 00:17:40
1152.86,656.31,341.89,492.03,124.23,843.99,137.69,Combined,2024-01-01 00:17:42
1329.77,458.45,223.58,267.75,81.21,1185.56,196.79,Combined,2024-01-01 00:17:44
669.32,115.03,400.72,239.08,27.45,338.31,451.02,Smoke,2024-01-01 00:17:46
164.07,328.39,91.31,78.73,15.54,173.83,420.24,Perfume,2024-01-01 00:17:48
1154.06,217.69,246.38,180.74,76.29,1303.36,308.3,Combined,2024-01-01 00:17:50
611.2,472.5,229.01,260.15,44.54,895.62,124.34,Combined,2024-01-01 00:17:52
297.15,130.66,190.85,91.18,25.96,167.56,95.57,No Gas,2024-01-01 00:17:54
644.08,71.22,329.02,238.74,36.0,670.3,335.18,Smoke,2024-01-01 00:17:56
152.57,119.42,198.1,169.71,15.03,306.62,123.73,No Gas,2024-01-01 00:17:58
472.8,442.64,315.36,436.37,26.38,475.37,300.91,Combined,2024-01-01 00:18:00
133.8,226.12,162.15,92.38,18.1,191.14,96.56,Perfume,2024-01-01 00:18:02
212.37,128.9,221.27,201.38,14.66,108.53,109.1,No Gas,2024-01-01 00:18:04
267.72,573.28,97.47,187.57,13.85,124.92,145.93,Perfume,2024-01-01 00:18:06
97.65,369.78,177.18,133.11,21.21,532.22,345.62,Perfume,2024-01-01 00:18:08
216.42,214.04,125.3,109.59,9.65,455.31,55.65,No Gas,2024-01-01 00:18:10
129.4,60.34,155.52,140.53,24.4,466.47,102.92,No Gas,2024-01-01 00:18:12
174.5,300.3,245.76,301.45,20.63,120.5,315.97,Perfume,2024-01-01 00:18:14
754.57,311.15,230.53,201.49,41.22,787.79,196.31,Smoke,2024-01-01 00:18:16
207.78,415.47,149.96,175.89,21.55,292.81,176.24,Perfume,2024-01-01 00:18:18
968.85,122.42,316.89,108.31,31.32,466.15,172.38,Smoke,2024-01-01 00:18:20
741.36,624.82,402.28,328.9,13.75,741.81,192.2,Combined,2024-01-01 00:18:22
979.15,152.11,311.72,260.17,60.06,433.19,164.53,Smoke,2024-01-01 00:18:24
1399.66,201.12,142.91,170.7,107.33,285.91,145.3,Smoke,2024-01-01 00:18:26
712.35,496.31,94.09,423.81,42.67,1126.58,167.23,Combined,2024-01-01 00:18:28
666.11,56.4,108.75,164.09,29.77,495.69,197.24,Smoke,2024-01-01 00:18:30
150.44,144.85,85.08,98.67,10.73,130.44,42.55,No Gas,2024-01-01 00:18:32
121.96,87.25,167.13,250.17,17.98,185.37,53.58,No Gas,2024-01-01 00:18:34
296.47,173.36,231.07,109.64,20.89,107.8,313.44,Perfume,2024-01-01 00:18:36
162.57,436.94,157.62,103.07,27.76,385.88,219.4,Perfume,2024-01-01 00:18:38
138.85,631.25,217.43,171.6,18.36,229.08,114.87,Perfume,2024-01-01 00:18:40
208.47,145.23,92.97,218.47,21.03,396.03,95.93,No Gas,2024-01-01 00:18:42
186.42,120.29,159.22,191.87,15.2,331.97,42.4,No Gas,2024-01-01 00:18:44
139.01,190.42,190.91,248.76,25.16,194.64,124.71,No Gas,2024-01-01 00:18:46
157.47,59.91,266.97,79.84,18.93,309.89,82.46,No Gas,2024-01-01 00:18:48
989.65,198.79,288.33,133.21,10.82,839.1,94.34,Smoke,2024-01-01 00:18:50
234.52,78.04,266.08,140.71,14.28,113.8,78.28,No Gas,2024-01-01 00:18:52
503.8,133.85,210.09,403.62,89.07,581.65,161.75,Smoke,2024-01-01 00:18:54
1227.59,452.28,86.02,163.89,46.98,452.9,277.42,Combined,2024-01-01 00:18:56
294.08,81.85,164.26,151.27,11.36,357.99,51.25,No Gas,2024-01-01 00:18:58
874.3,221.44,120.06,201.24,52.49,624.48,84.58,Smoke,2024-01-01 00:19:00
205.51,597.5,128.38,154.98,12.91,132.67,337.54,Perfume,2024-01-01 00:19:02
189.84,154.04,94.66,133.31,27.0,363.81,97.27,No Gas,2024-01-01 00:19:04
290.78,425.74,78.41,76.65,6.79,446.3,231.38,Perfume,2024-01-01 00:19:06
952.05,189.84,426.67,624.3,70.61,363.32,331.25,Combined,2024-01-01 00:19:08
1468.74,170.15,291.43,83.09,45.5,309.87,227.42,Combined,2024-01-01 00:19:10
100.09,46.68,104.06,196.62,18.29,361.08,37.48,No Gas,2024-01-01 00:19:12
508.75,184.87,371.54,162.95,36.03,1181.49,500.93,Combined,2024-01-01 00:19:14
489.38,114.36,343.78,106.54,43.06,593.68,137.74,Smoke,2024-01-01 00:19:16
129.89,78.38,239.09,172.24,20.93,84.34,107.15,No Gas,2024-01-01 00:19:18
648.95,146.37,316.48,265.34,36.91,262.96,299.72,Smoke,2024-01-01 00:19:20
673.95,372.73,425.3,119.29,24.31,677.96,338.87,Combined,2024-01-01 00:19:22
668.66,90.97,167.69,154.43,77.63,428.71,324.18,Smoke,2024-01-01 00:19:24
167.12,47.67,236.11,117.94,10.45,165.05,47.83,No Gas,2024-01-01 00:19:26
182.03,130.68,341.21,115.81,22.32,234.84,260.86,Perfume,2024-01-01 00:19:28
177.91,143.78,92.43,183.38,19.11,299.62,116.01,No Gas,2024-01-01 00:19:30
212.54,145.45,207.57,102.66,17.01,315.06,136.43,No Gas,2024-01-01 00:19:32
263.29,75.29,126.34,188.08,18.84,293.36,67.7,No Gas,2024-01-01 00:19:34
187.13,118.12,228.47,253.39,7.79,215.26,88.44,No Gas,2024-01-01 00:19:36
305.36,60.45,91.99,146.36,12.01,267.23,64.08,No Gas,2024-01-01 00:19:38
246.72,178.14,119.15,129.88,17.98,267.45,111.62,No Gas,2024-01-01 00:19:40
257.05,178.57,86.25,93.41,17.98,148.64,198.99,Perfume,2024-01-01 00:19:42
207.07,84.05,191.57,230.5,7.35,191.75,64.59,No Gas,2024-01-01 00:19:44
116.21,83.64,261.43,114.27,20.94,373.84,95.35,No Gas,2024-01-01 00:19:46
645.6,369.54,433.63,139.16,45.05,978.26,95.37,Combined,2024-01-01 00:19:48
895.46,241.42,166.17,220.69,39.94,363.02,127.99,Smoke,2024-01-01 00:19:50
174.96,241.62,158.63,229.95,16.72,272.66,131.98,Perfume,2024-01-01 00:19:52
339.12,92.21,179.5,84.7,12.25,123.76,56.1,No Gas,2024-01-01 00:19:54
293.32,182.49,197.4,165.03,11.96,169.51,116.17,No Gas,2024-01-01 00:19:56
120.85,116.17,283.05,115.98,11.23,156.94,33.84,No Gas,2024-01-01 00:19:58
164.21,84.06,201.8,185.23,23.43,201.15,87.37,No Gas,2024-01-01 00:20:00
105.76,127.93,203.03,152.72,12.21,99.77,85.08,No Gas,2024-01-01 00:20:02
165.88,182.6,254.23,107.97,23.95,312.19,28.34,No Gas,2024-01-01 00:20:04
251.49,100.88,248.76,83.16,21.12,388.82,87.16,No Gas,2024-01-01 00:20:06
212.43,56.53,110.49,178.31,12.02,241.67,58.91,No Gas,2024-01-01 00:20:08
1311.31,106.65,253.07,128.2,85.2,565.05,150.28,Smoke,2024-01-01 00:20:10
269.25,103.06,159.88,123.73,16.19,210.01,34.82,No Gas,2024-01-01 00:20:12
